,ERR4301269,ERR4303136,ERR4303137,ERR4303138,ERR4303139,ERR4303140,ERR4303147,ERR4303148,ERR4303149,ERR4303150,ERR4303151,ERR4303152,ERR4303154,ERR4303155,ERR4303156,ERR4303157,ERR4303158,ERR4303159,ERR4303160,ERR4303161,ERR4303162,ERR4303163,ERR4303164,ERR4303165,ERR4303169,ERR4303170,ERR4303171,ERR4303172,ERR4303194,ERR4303195,ERR4303196,ERR4303197,ERR4303198,ERR4303199,ERR4303200,ERR4303201,ERR4303202,ERR4303216,ERR4303217,ERR4303218,ERR4303219,ERR4303221,ERR4303222,ERR4304397,ERR4304450,ERR4304451,ERR4304452,ERR4304454,ERR4304455,ERR4304456,ERR4304504,ERR4304505,ERR4304580,ERR4304669,ERR4304808,ERR4336989,ERR4647691,ERR4647692,ERR4647693,ERR4647694,ERR4647695,ERR4647696,ERR4647697,ERR4647698,ERR4647699,ERR4647712,ERR4647713,ERR4647716,ERR4835842,ERR4835843,ERR4835845,ERR4835846,ERR4835847,ERR4835848,ERR4835849,ERR4835850,ERR4835851,ERR4835852,ERR4835853,ERR4835854,ERR4835855,ERR4835856,ERR4835857,ERR4835858,ERR4835859,ERR4835860,ERR4835861,ERR4835862,ERR4835863,ERR4835864,ERR4835866,ERR4835867,ERR4835868,ERR4835869,ERR4835870,ERR4835871,ERR4835932,ERR4835933,ERR4835934,ERR4835935,ERR4835989,ERR4835990,ERR4835991,ERR4835992,ERR4835993,ERR4835994,ERR4835995,ERR4835996,ERR4836027,ERR4836028,ERR4836036,ERR4836037,ERR4836884,ERR4836885,ERR4836886,ERR4836887,ERR4836888,ERR4836889,ERR4836908,ERR4836909,ERR4836910,ERR4836911,ERR4836912,ERR4836913,ERR4836914,ERR4836915,ERR4836916,ERR4836917,ERR4836918,ERR4836919,ERR4836920,ERR4836921,ERR4836922,ERR4836923,ERR4836924,ERR4836925,ERR4836926,ERR4836927,ERR4836928,ERR4836929,ERR4836930,ERR4836932,ERR4836933,ERR4836934,ERR4836935,ERR4836936,ERR4836937,ERR4836938,ERR4836939,ERR4836940,ERR4836941,ERR4836942,ERR4836944,ERR4836945,ERR4836946,ERR4836947,ERR4836948,ERR4836949,ERR4836950,ERR4836951,ERR4836953,ERR4836954,ERR4836956,ERR4836957,ERR4836958,ERR4836959,ERR4836960,ERR4836961,ERR4836962,ERR4836963,ERR4836964,ERR4836965,ERR4836966,ERR4968552,ERR4968553,ERR4968554,ERR4968555,ERR4968556,ERR4968557,ERR4968558,ERR4968559,ERR4968560,ERR4968562,ERR4968563,ERR4968564,ERR4968565,ERR4968566,ERR4968567,ERR4968568,ERR4968569,ERR4968570,ERR4968571,ERR4968572,ERR4968574,ERR4968575,ERR4968576,ERR4968577,ERR4968578,ERR4968579,ERR4968580,ERR4968581,ERR4968582,ERR4968584,ERR4968585,ERR4968586,ERR4968587,ERR4968588,ERR4968589,ERR4968590,ERR4968592,ERR4968593,ERR4968594,ERR4968595,ERR4968596,ERR4968597,ERR4968598,ERR4968599,ERR4968600,ERR4968601,ERR4968602,ERR4968603,ERR4968604,ERR4968605,ERR4968606,ERR4968608,ERR4968671,ERR4968673,ERR4968678,ERR4968681,ERR4968687,ERR4968704,ERR4968705,ERR4968711,ERR4968712,ERR4969053,ERR4969151,ERR4992195,ERR4992208,ERR4993373,ERR4993378,ERR4993381,ERR4993382,ERR4993662
ERR4835861_bin.18,0,0,18776,0,0,0,136138,0,0,0,0,53035,0,0,98628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161058,0,60205,0,0,61921,0,0,0,0,0,0,0,83365,0,0,78686,36806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38816,293647,0,0,21490,24616,0,35373,0,0,0,0,0,0,0,0,0,0,0,0,0,17761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35384,0,0,0,0,0,0,64134,21609,12754,0,0,0,0,0,0,40130,0,0,12900,0,0,0,0,0,0,0,24620,0,0,156859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30990,0,0,0,0,0,0,0,0,0,0,234650,0,18963,0,0,0,0,0
ERR4836913_bin.8,0,0,0,364051,0,0,20666,0,0,0,0,0,0,0,163534,0,236038,0,0,0,0,0,57698,0,7606,0,0,0,0,0,0,0,794672,0,0,0,0,0,1284058,0,0,1629186,20230,0,0,0,0,502181,0,0,0,798264,0,0,0,4636438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444673,0,0,0,0,0,0,6919,0,0,0,0,0,7055,0,0,0,0,0,0,0,0,0,0,10150,0,44964,277613,0,0,0,0,0,0,0,0,0,0,0,271894,0,0,0,0,0,0,0,0,0,0,638552,0,0,149909,465908,0,0,0,0,0,0,16085,0,0,0,0,0,0,0,0,0,0,0,0,2206950,2266460,1080219,0,0,115060,0,117432,0,0,0,0,0,0,97978,0,34792,253995,0,153869,0,0,330268,265152,0,0,0,0,167182,0,0,949387,1317422,404723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133039,0,0,0,0,0,0,446448,0,520070,0,12191,0,0,0,1564492,0,0,0,93670,0,0,0,0,0
ERR4836885_bin.39,8229,0,18064,0,0,7391,9362,57260,53787,0,60717,17960,0,57208,0,31637,21540,345913,0,94180,31492,13715,50377,17672,0,14272,68435,0,61123,32706,20254,36339,29301,13544,48466,302012,17343,18042,17124,30263,166133,42827,85041,91106,71545,22376,79848,39287,91128,131666,601290,210486,76886,0,59409,132842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30060,13780,0,10148,9601,0,0,0,0,0,13984,0,0,96937,7776,0,10343,11927,8919,0,7503,9852,33476,0,62044,11801,36859,0,15604,24875,0,13677,9306,15896,11672,68857,8637,39201,0,0,78909,19463,174209,7970,21120,34931,11356,19434,0,0,0,0,0,0,0,0,0,7320,0,0,0,6670,18515,12500,0,31810,0,0,0,16666,0,0,0,17248,0,0,21280,31491,0,9549,9987,0,0,0,15580,0,0,8260,0,0,0,0,0,23839,0,0,80669,8918,16678,43510,51281,10514,0,0,0,7450,0,0,0,0,11531,19266,0,0,0,0,0,0,0,0,0,0,0,16084,18403,0,0,16081,0,14517,0,0,0,0,0,0,0,22107,0,7954,0,22854,0,0,0,16568,19772,10944,48450,15102,0,0,0,8336,16573,0,13689,32710,19839,39683,102399,47138,21636,127168,0,0,17175,16655,21787,31282,118635,64233
ERR4836954_bin.5,0,0,0,0,0,0,0,0,0,182755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34897,0,0,0,0,0,0,57587,280405,0,0,0,0,57470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59588,0,0,0,0,47656,0,59894,0,0,0,0,0,0,37566,73796,0,0,0,0,60477,0,0,0,0,0,39571,0,0,0,53456,0,0,0,0,0,0
ERR4835993_bin.38,0,0,42564,0,0,0,39157,37604,103793,0,15172,12344,0,214372,0,0,0,16091,0,45890,199271,110689,0,88339,0,554533,0,32433,347466,1664510,198224,23419,0,0,163692,25494,0,38666,0,459503,225415,0,82520,61350,0,0,207422,0,259839,68806,908483,71993,331977,36237,157691,30130,0,0,0,0,0,0,0,0,0,0,0,0,8790,18122,0,23738,37378,10406,21467,0,13069,36714,8399,0,0,0,187592,29168,60991,151334,26930,83091,0,27076,53935,0,0,193441,88014,0,34897,2072432,12275,0,657821,0,0,13717,689090,58177,31293,14226,20812,0,15882,180469,205704,0,273869,122939,12957,53081,0,0,0,0,0,0,0,0,12017,0,0,0,0,36923,54475,40800,14789,8412,137955,11574,0,0,63687,17561,0,0,23781,0,0,14253,0,0,0,43062,0,0,0,166758,0,0,0,0,0,0,18877,0,57315,0,0,56619,18589,163310,219850,0,0,0,0,0,0,0,45128,0,0,9252,0,0,0,21615,13895,0,0,0,45446,0,0,0,43165,0,0,13669,0,0,15312,87092,27328,10747,0,0,0,0,197329,0,111939,0,55451,0,107850,18281,0,15078,15984,180638,0,11547,0,223980,13530,0,0,0,103723,238660,268312,132930,0,37528,0,439344,0,0,18768,0,57932,119699,80827
ERR4969151_bin.82,18520,0,0,0,0,0,18560,8561,32244,0,0,0,0,0,0,0,0,12872,0,8873,14843,0,0,0,0,44780,0,0,83708,0,0,11049,0,0,11943,169436,15078,0,4808,6402,0,0,16021,0,0,0,0,0,33542,9108,14682,0,0,6672,10420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21462,4109,3647,0,0,0,6457,0,0,0,0,32379,7022,15266,5452,11825,0,29636,11274,0,0,0,0,18436,0,0,0,0,0,0,0,4986,15828,0,0,9305,65212,63513,0,14872,38992,23575,0,197357,48912,0,23965,22681,0,0,0,0,0,0,0,0,0,0,0,0,0,3624,9119,28626,0,102842,4745,0,0,0,4498,0,0,0,0,0,0,0,5778,0,6872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12039,0,0,0,0,0,0,0,0,4555,0,0,0,3729,0,0,0,0,0,3449,0,0,0,0,0,0,0,7736,0,0,4441,0,0,0,0,0,0,0,0,0,0,10736,0,22302,0,41117,0,5218,0,0,0,3488,37231,0,0,0,7251,11343,0,0,17955,115711,24003,87593,55741,0,9568,0,236250,0,12987,22970,0,16178,57028,23702
ERR4304580bin.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152453,0,0,0,0,0,0,0,0,0,334543,0,0,243771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45229,0,0,0,0,0,0,0,0,115766,0,0,0,55417,0,0,0,0,0,163366,0,0,9845,295636,0,0,0,0,0,0,13363,0,0,144615,0,0,0,0,0,0,0,0,0,0,186702,0,0,0,0,0,21618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106495,0,0,0,0,0,0,0,0,29318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691141,0,0,0,0,190123,0,356242,0,0,0,0,131268,0,0,0,0,0,0,0
ERR4968592_bin.39,0,0,17834,28011,0,30817,25686,0,34825,0,126752,103573,0,61890,81488,242911,30256,22438,423928,49060,157039,41397,19136,175197,56735,40061,69940,233455,37486,55306,86606,0,0,660449,70508,460721,41953,101946,71243,369995,95605,74734,176449,0,588189,783971,128040,96714,96115,121081,311650,152816,360857,27180,44203,143287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31174,44678,0,15998,50391,0,0,0,21791,0,42719,23307,0,37718,19046,40283,23989,83046,0,59803,11003,214460,53964,0,36956,37139,179464,0,56479,0,73824,20774,36667,238403,0,20238,0,0,65233,20044,63204,0,199811,28162,43365,59905,48966,0,0,0,0,0,0,0,0,0,0,17559,0,0,17059,15546,18382,0,0,147329,25097,0,78953,43945,19816,115483,42074,31036,0,24646,22627,15338,0,0,33718,25108,0,141657,50645,0,219707,117935,0,0,0,50406,0,131794,44686,0,43431,101418,56217,55177,71068,83936,0,0,0,15843,0,0,0,10287,0,171973,0,0,0,0,0,0,10265,25422,0,22523,13787,0,19682,0,0,0,0,77255,0,38600,17958,161535,93956,0,0,43663,841144,35527,0,142215,36602,51386,32679,35537,39689,32295,35895,109383,0,316185,41234,40421,30429,61915,75242,0,115611,113935,61210,154069,33852,1787189,62406,0,28787,27378,49567,28803,66327,193737
ERR4968595_bin.28,10114,0,12273,10114,0,0,52114,16384,36309,0,59858,5160,0,61974,12169,0,18318,0,0,30724,58273,45040,17821,5837,0,72112,0,0,46933,0,95770,71682,33619,0,83330,0,39966,139862,64007,76638,46012,35450,76239,233555,0,0,176641,24116,54556,76053,244297,27965,216722,25532,58941,97387,0,0,0,0,3922,0,0,0,0,0,0,0,5715,0,0,8920,57746,7441,0,0,0,26635,4803,0,0,8375,33238,28568,77112,37698,20168,4437,0,18183,14478,21938,0,51173,35598,0,12863,0,25463,0,158425,0,0,22553,0,8172,54297,33106,18269,0,14340,109214,21883,0,45605,50684,5399,48029,40607,0,0,0,5872,0,0,0,5237,0,0,13165,0,23467,15072,25065,28027,0,161023,5443,8191,0,5432,4698,0,0,17603,0,15117,10534,9256,8179,11792,26101,0,0,0,26016,10735,0,7902,0,0,0,13042,0,25525,0,0,78604,42903,100059,9772,36517,58142,0,6277,0,0,0,12954,0,7746,8019,0,0,3825,12774,0,5011,10682,7604,10862,0,0,16435,32057,31583,8374,24389,10725,15107,0,27644,0,31738,0,0,0,0,57999,0,60739,0,113091,0,38263,32496,0,0,31736,14357,0,0,0,9681,18805,20276,0,35189,75601,97826,92135,80787,0,85717,0,101821,0,17418,27771,0,85299,133516,146177
ERR4836964_bin.35,0,0,0,9771,0,0,10890,0,43832,0,0,0,0,10151,0,0,0,0,0,0,0,0,34707,0,0,0,0,0,51404,0,0,0,0,0,0,0,0,0,0,0,0,0,12398,0,0,0,20941,58179,29633,0,0,0,0,0,0,114522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54328,29804,0,0,0,0,0,0,0,0,0,0,0,22203,7731,0,0,0,0,0,0,31739,10030,25908,18538,0,0,41161,0,0,20227,101307,0,0,10994,0,0,0,0,6639,0,0,0,0,0,0,0,9095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97994,0,0,0,37200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858866,24496,12630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8942,0,0,0,0,21705,14794,0,0,24105,0,16512,0,0,0,0,9318,0,0,0,0,0,0,76841,0,0,0,0,0,0,0,0,102728,0,0,0,11526,0,0,0,0,37891,24162,53971,181816,0,45662,0,0,0,19536,0,0,37148,21691,0
ERR4835993_bin.35,0,711865,0,0,0,212067,0,0,0,0,0,0,0,0,0,0,0,0,50861,0,0,0,0,20751,0,0,928507,0,0,0,0,98013,0,0,0,591793,0,0,0,0,0,79004,0,97740,315265,0,0,56945,70716,0,0,56544,156525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23468,0,0,0,29724,0,0,0,0,151436,43106,0,0,0,90964,0,17351,0,45692,27217,0,715674,0,108881,0,629249,0,0,0,0,0,0,144410,33661,55919,676174,0,0,0,0,0,59619,23947,391069,0,0,0,0,0,24964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851443,0,0,0,0,0,0,1156408,17130,0,0,17378,0,0,0,18696,58655,0,0,0,0,0,0,623795,76433,0,0,100105,14478,0,0,0,62084,0,0,0,0,0,0,0,0,0,0,0,0,0,56062,0,0,0,0,0,0,0,0,727321,0,0,0,49896,0,69811,0,76169,268155,0,0,0,27817,984957,76711,0,37786,0,18491,48876,0,53139,0,365991,0,0,0,0,49916,0,6507846,0,0,0,92342,0,0,0,0,0,0,30648,2689142,3800028,85208,440727,0,0,0,0,75853
ERR4968681_bin.18,0,0,0,0,0,0,0,20631,30460,0,19051,0,0,0,0,0,0,0,0,0,10983,0,0,0,0,0,0,13330,7065,0,0,0,0,0,73644,0,27347,88442,0,230041,6610,0,0,11350,0,0,731687,0,0,62915,0,182950,7056,0,47571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31960,0,0,0,0,0,40970,0,0,0,0,21507,0,6208,0,0,0,0,0,23297,0,0,0,0,0,0,0,8199,0,0,0,0,0,0,0,6556,0,0,0,7250,289540,0,0,0,75521,390476,0,0,0,0,0,0,0,0,0,0,6465,0,0,0,0,38148,0,94615,0,945965,0,0,0,0,0,0,0,6106,0,0,0,0,0,5389,35754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58985,365918,0,0,14668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7329,0,163621,0,0,0,0,0,20368,77320,0,9018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9623,0,74577,0,0,35517,17767,0,0,0,0,0,0,0,0,0,306723,9211,68875,0,0,0,0,422342,0,7330,0,0,0,475411,0
ERR4968687_bin.63,0,0,0,0,0,0,0,0,5656,0,8316,40887,0,36757,0,0,0,0,0,0,0,0,0,15020,0,17068,0,9947,19237,0,0,0,0,0,0,0,0,0,0,11969,0,18732,0,0,0,0,28447,0,14678,0,66288,0,165666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44978,0,0,0,0,7591,0,0,0,0,0,16585,0,0,10584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15190,7208,61829,0,0,0,30029,0,7777,7701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13726,0,0,0,0,0,0,0,0,0,0,0,7815,0,37218,0,0,0,0,24514,0,9723,0,0,0,0,0,5456,0,0,0,0,0,0,0,14399,0,0,0,0,0,0,0,0,0,18635,0,0,0,0,0,0,0,0,0,0,44162,4835,0,23706,46766,0,0,0,0,0,0,0,0,0,0,0,0,5735,109688,0,11300,0,0,0,0,0,0,9380,0,5925,101737,23865
ERR4836939_bin.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53684,0,0,0,0,0,24239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30471,229679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR4993382_bin.29,0,0,29299,0,0,0,0,17507,0,0,0,0,0,13520,27281,0,111550,0,0,14329,0,0,13474,0,0,0,0,0,0,0,0,0,5522,0,0,0,20860,0,0,0,0,0,0,58237,0,0,39910,214357,33555,0,0,0,0,84071,0,248517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10421,0,0,0,0,0,0,0,0,0,0,47536,17943,13097,0,0,0,0,0,0,9917,0,0,0,0,0,0,0,26312,11038,0,0,21094,225000,0,0,0,0,0,0,23945,0,4552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63722,0,0,0,0,0,0,0,0,25920,10416,19651,0,0,0,0,0,0,126004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767549,375141,0,0,0,0,0,0,0,0,0,0,0,25943,0,8100,0,0,0,0,0,0,41850,0,0,68323,89101,141496,0,0,0,0,0,0,0,0,0,7498,0,158869,0,0,0,0,0,0,0,272383,7908,0,0,0,0,13388,0,0,69293,0,0,0,32643,0,302297,0,0,0,42559,0,0,24050,353651,35019
ERR4304504bin.8,0,0,8621,11457,0,0,31014,26927,17716,0,41140,32165,0,28788,0,26118,0,0,0,27541,29611,48189,0,45024,0,10806,0,0,23696,0,30816,21660,0,0,42908,91835,53358,88711,20840,35567,68853,0,42277,112915,0,0,84150,0,27918,0,194288,0,81592,15041,70121,107852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15353,30294,0,0,0,0,11832,0,0,0,0,14514,9158,43391,7357,24055,0,17432,11349,14277,9470,21927,26563,19126,0,0,42402,18081,55506,0,0,0,10576,38773,15392,30092,24470,19324,0,0,36839,16252,25684,8346,34939,32530,33959,19050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7322,13221,0,49036,11231,0,0,13342,0,0,0,28484,0,0,0,0,0,0,14481,0,0,0,14488,0,0,0,0,0,0,0,0,0,0,0,34289,0,28592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8177,8191,18380,0,0,0,0,0,0,14638,0,81477,0,0,0,17359,0,15849,0,19701,0,18932,21358,0,0,0,38651,0,0,0,10672,31152,0,0,0,0,26613,61088,22531,0,0,131812,0,0,15665,32970,0,78677,33267,54102
ERR4336989bin.13,0,0,25051,0,0,0,0,103971,22470,0,28229,0,0,183313,206929,0,33495,0,0,59505,193377,28602,45240,0,0,355771,0,34746,230554,0,0,112688,141460,75255,0,0,126385,96955,200781,43508,0,0,31734,80743,0,0,184557,25594,239553,110926,0,64630,0,37968,136359,431488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20967,0,23302,0,0,0,0,0,0,25985,0,24105,0,26654,0,0,18924,15605,0,0,0,20590,0,40595,0,18633,0,0,0,0,43749,175988,64711,117477,0,0,0,23758,18231,0,0,0,0,0,0,170991,0,0,0,10460,0,0,0,0,28041,0,0,0,0,0,34196,54957,57788,0,0,0,0,0,85527,0,0,0,0,25801,26488,26854,9062,0,39159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89031,55553,65730,89187,66506,30045,0,0,10715,28097,0,0,20304,19306,0,0,0,0,11260,21902,0,0,0,23019,0,43888,17008,9347,0,0,0,21275,45013,0,26949,19948,24808,116546,0,0,0,0,0,89847,0,23426,0,209786,32337,0,0,0,0,0,0,0,134661,183331,53365,0,14978,16791,35644,189795,162762,0,25036,0,53436,28954,24667,182580,0,124895,0,201437
ERR4336989bin.10,0,0,0,0,0,0,0,20610,0,0,0,0,0,52300,10968,0,11283,0,0,37137,0,0,0,0,0,0,0,0,0,0,0,0,21842,0,62550,0,25113,0,0,0,0,0,0,46625,0,0,0,19710,49376,0,0,0,0,19563,50219,454049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58881,0,0,0,0,5572,0,0,0,0,0,0,7052,29773,27232,0,21286,25926,0,0,0,12182,0,0,0,0,0,0,0,36184,6614,0,0,31730,0,0,0,26090,0,0,0,84985,0,0,0,7179,0,4306,0,0,5529,0,0,0,6797,0,0,13588,0,17385,0,29257,0,0,5389,0,0,0,0,0,81311,50213,7613,0,0,0,0,0,0,36609,0,11060,0,0,0,0,0,0,0,0,197733,0,0,0,81131,161713,0,0,4317,40366,17533,0,0,28650,0,0,0,6869,0,5058,0,0,0,5220,0,0,27205,34343,0,4294,0,0,21282,0,0,0,61529,0,0,0,0,8832,0,36244,0,0,0,0,0,0,0,12037,0,0,0,0,0,55597,0,0,11207,150486,12198,0,54711,0,232468,0,0,0,4435,25392,0,28673,0,32289
ERR4303219bin.56,0,0,0,5341,0,0,0,0,0,0,0,7245,0,0,0,0,0,0,0,12691,10488,0,0,0,0,0,0,0,81036,0,0,0,0,0,0,0,0,0,0,0,232979,0,48842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47242,0,0,0,0,0,0,8079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14560,0,0,0,0,17979,25637,0,0,0,0,28584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37027,0,10361,0,10568,0,0,0,0,0,0,0,0,0,0,26531,0,0,0,0,0,0,4645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9418,273146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15695,0,0,0,0,0,0,0,0,5080,0,0,0,27070,0
ERR4968603_bin.15,0,47136,0,20338,106883,0,29531,39991,31439,0,60056,76515,0,14694,0,0,11431,51364,58547,34117,46762,47077,11586,62168,0,84043,80352,43278,75872,80847,66160,54938,21578,309931,70741,91228,18227,101638,122227,144366,197145,77809,197275,82943,606693,0,77635,48353,57800,57390,265864,60371,198353,0,98988,98924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20997,27546,0,19493,24617,38061,0,0,0,0,50463,13276,40410,30230,24399,19254,82938,37184,14963,28809,0,164384,60335,20800,48843,11117,125407,29855,80287,55231,102884,55024,15639,109576,25772,11382,29504,38333,80197,11481,49118,26714,16727,30613,23029,52244,17215,32000,0,0,0,0,0,0,12148,0,0,0,15758,15735,0,0,10276,54085,0,201594,16240,0,52028,60663,26727,0,10503,63090,0,9928,18087,9771,0,12298,10894,60635,48495,26184,25682,0,70428,0,41929,21460,0,43841,25091,36530,48924,0,44776,49645,99028,103941,39559,15627,0,0,0,9613,0,0,0,0,0,19381,0,0,9305,0,0,25781,0,24846,13638,0,0,34267,38578,0,9234,0,15870,35728,28612,26627,0,27443,56671,0,0,21204,41947,19811,0,160366,0,53522,46970,0,12148,30626,25129,339435,0,111732,77648,28290,16841,406214,0,43728,50928,157467,47889,0,31827,634886,42036,0,27929,20272,111332,94613,67929,70647
ERR4836926_bin.25,0,0,12494,0,0,0,44424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104292,0,0,0,0,0,0,0,0,0,0,0,60488,0,0,0,0,0,0,0,0,0,0,215056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9262,0,0,0,0,0,0,0,0,0,0,0,0,0,28936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17544,29282,18274,0,14969,38627,0,0,0,0,0,0,48522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37169,0,0,268415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66976,0,0,0,0,0,67447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39917,0,0,14756,0,37661,0,0
